epoch,loss,reg_prop_pred_loss,val_loss,val_reg_prop_pred_loss,val_x_pred_categorical_accuracy,val_x_pred_loss,val_x_pred_vae_anneal_metric,val_z_mean_log_var_loss,x_pred_categorical_accuracy,x_pred_loss,x_pred_vae_anneal_metric,z_mean_log_var_loss
0,1.2707852803562816,1.1528237972800668,4.459142572739545,0.8800367967170828,0.5012904436272734,8.038248146281523,3.7017207432654686e-07,0.9243759285001194,0.5614378866555757,1.3887464125689708,3.7017207432654686e-07,0.9877868224131433
1,0.8810678760668165,0.9220780452811405,3.365405352676616,0.8186380030477748,0.6331942326882306,5.912172233357149,6.168544928186748e-07,0.9102825259461123,0.7257446488855701,0.840057101786921,6.168544928186748e-07,1.0091704965422028
2,0.7401249034232215,0.8484837945158544,2.917906750650967,0.7768057155258515,0.6861287495669197,5.059006845249849,1.0279256912326673e-06,1.0196949690580368,0.7846598841838146,0.6317649292514512,1.0279256912326673e-06,1.0519326940963143
3,0.6702769672204005,0.8048383086723717,2.7023545153000774,0.7327331278254005,0.7101410662426668,4.671973985784194,1.7129339084931416e-06,1.0904700124964994,0.8146835059711808,0.5357136704321754,1.7129339084931416e-06,1.1405741907656193
4,0.6250104046377697,0.768102027279766,2.490864238318275,0.698929150314892,0.7342864722013474,4.282795993720784,2.8544293400045717e-06,1.1871582550161026,0.8328848519411526,0.48191532424013866,2.8544293400045717e-06,1.2111980836642415
5,0.5852840270749048,0.7394827724875588,2.2698294555439666,0.6689028976594701,0.7598506624207777,3.8707500240382027,4.756610906042624e-06,1.2563254745567547,0.8503443652665928,0.43107912968844175,4.756610906042624e-06,1.2936498458056074
6,0.5530051718907136,0.7131452412393532,2.164716941468856,0.6425756952341866,0.7712603185106727,3.6868481390616474,7.92639002611395e-06,1.266346242497949,0.8627125823772267,0.3928547482447405,7.92639002611395e-06,1.3062430604508048
7,0.5240075020609718,0.6943202334407129,1.9973961430437424,0.6263560635202071,0.7910162990584093,3.3684193526997284,1.3208464224589989e-05,1.2765549561556648,0.8755573699937055,0.3536774536692782,1.3208464224589989e-05,1.3110699504613876
8,0.5023003881307024,0.6757467088142508,1.8802199574077831,0.6041633565636242,0.804179822697359,3.156248453785391,2.2010388420312665e-05,1.27677420482916,0.8834841613118586,0.32882507890462875,2.2010388420312665e-05,1.31703210641679
9,0.48386778108971684,0.6607764304468506,1.8197231801117169,0.5919758835259605,0.8109315020196578,3.047424148110782,3.66775639122352e-05,1.2626124357475954,0.8905521718491065,0.3069110349997094,3.66775639122352e-05,1.31135923082107
10,0.4676484856264372,0.6470929242082333,1.7203879619345945,0.5750712506911334,0.822210447753177,2.865629059426925,6.111799302743748e-05,1.2374317856395947,0.896485769729081,0.2881251275294313,6.111799302743748e-05,1.29125715145155
11,0.453056540732321,0.6344117587922435,1.6563421347562004,0.5593565601636382,0.8291831463575363,2.7532041248153236,0.0001018428520183079,1.2134795223965364,0.9018633257793752,0.2715728829957937,0.0001018428520183079,1.2611778317705582
12,0.4401981331604092,0.6219462839592445,1.5808054506778717,0.5469447619774762,0.8377932651954538,2.614463739535388,0.00016969938587862998,1.192532579688465,0.9060687259035675,0.25823970803206686,0.00016969938587862998,1.239099188266616
13,0.42938579932639476,0.6103667599688235,1.5840703108731438,0.5375644691726741,0.8368141396957285,2.6302453454803016,0.0002827550342772156,1.1699426314410042,0.909306635786044,0.248060292539824,0.0002827550342772156,1.2185339955122847
14,0.4176821834162662,0.601764528129838,1.5006528654519249,0.5263522911597701,0.8464818097212735,2.4744210102978874,0.0004710941284429282,1.1302031348733341,0.9144816551553575,0.233042635881391,0.0004710941284429282,1.182783073500583
15,0.4078102443171175,0.5925322915182302,1.429309755563736,0.5193322129985866,0.8549184413517222,2.3384385179070866,0.0007847847300581634,1.081580852760988,0.9180791858387621,0.2221915068987169,0.0007847847300581634,1.1425938347452564
16,0.4005917451883617,0.585309893971211,1.453154865433188,0.5112078027690158,0.8514867468791849,2.3937508253490223,0.0013070814311504364,1.0336938176084967,0.9204187093204573,0.21444664660253024,0.0013070814311504364,1.091707516069475
17,0.3926302175478716,0.5786778547457958,1.3326821327209473,0.5020680252243491,0.8659169586265788,2.1611633441027474,0.002176224486902356,0.98008612148902,0.923943675466274,0.20431308678694463,0.002176224486902356,1.0428581173090559
18,0.3900934111719069,0.5710373854656753,1.3592458945863388,0.4946974691222696,0.862238108235247,2.22045938057058,0.0036212082486599684,0.9209457267733181,0.9236930319549221,0.20558255231988273,0.0036212082486599684,0.9849988727977401
19,0.3827071529077856,0.5647394027757017,1.2904930184869206,0.48924674356684966,0.8705369050011915,2.086698591709137,0.00601985352113843,0.8373471735154882,0.9269854287175756,0.19517308164780078,0.00601985352113843,0.913946183398366
20,0.3765597313054298,0.5598211339919975,1.267606779056437,0.48476242361699834,0.8732508841682883,2.0429544080706203,0.009991399943828583,0.750318599097869,0.9305082709577522,0.18504093896205487,0.009991399943828583,0.8264497831267746
21,0.3753308550405659,0.5554408097247544,1.2259200758793776,0.47933284719200697,0.8782772132579018,1.9619395101771635,0.016539542004466057,0.6389423468533684,0.9313641275818411,0.18320425761569487,0.016539542004466057,0.7265401611006573
22,0.36932530361962945,0.549605080759839,1.193847871878568,0.46878065563300075,0.8818158472285551,1.9049035030252792,0.027261018753051758,0.5139785952427808,0.9348827171090403,0.1724880937192785,0.027261018753051758,0.6073666067892
23,0.3663446821860577,0.5432474890135621,1.1812229962909924,0.46731504754108544,0.8835388220408383,1.8771324333022623,0.04461720213294029,0.40339861810207367,0.9363908356937923,0.16788081908108374,0.04461720213294029,0.4832453710076056
24,0.3997009823000745,0.5419401576938597,1.444906985058504,0.47175826965009465,0.851555669132401,2.392640008645899,0.07220327854156494,0.35200191727455926,0.916334775423533,0.22888110749619572,0.07220327854156494,0.39583658892661333
25,0.3776918272242734,0.5350179382550874,1.174677626175039,0.4554828523713,0.8843278236248914,1.8644152038237627,0.1147959753870964,0.2566047744715915,0.9311578729631085,0.1830836396762415,0.1147959753870964,0.32476816287166194
26,0.3736909534782171,0.5331656945575225,1.1548511981964111,0.4532475375077304,0.8870513141155243,1.8205177626189064,0.17770178616046906,0.20223257120917826,0.9358528669139272,0.16992465541452953,0.17770178616046906,0.24924654915536704
27,0.3812981594451948,0.5305006944721466,1.1522229436565847,0.44959644666489434,0.8878165527301676,1.8081452864057876,0.26476824283599854,0.17639636905754313,0.9336039791569898,0.1763005270377586,0.26476824283599854,0.21073183537411846
28,0.4011621320816247,0.5311622757366613,1.2151061278932236,0.446628315922092,0.8810933854650048,1.9165098965168,0.3750375509262085,0.17884622864863453,0.9269918072968721,0.196033923568106,0.3750375509262085,0.20032144688363923
29,0.40950997761989893,0.5269361244220483,1.222034850541283,0.4431600110495792,0.8805420363650602,1.9254349610384773,0.5,0.15094946719267788,0.9249037259111279,0.20148144280047794,0.5,0.18120477529928872
30,0.4180879375260127,0.5243537413740629,1.2701167972648846,0.44057653186952367,0.8749025613069534,2.016332489602706,0.6249624490737915,0.1333273366531905,0.9213659990774957,0.21224835086123725,0.6249624490737915,0.15932762407158552
31,0.4205576996073911,0.5248742577570834,1.287477014695897,0.4450782300794826,0.8732057292671764,2.0436821895487167,0.7352317571640015,0.1172332777915632,0.9207347377546524,0.21391142652321019,0.7352317571640015,0.13918021733039304
32,0.4184564205964929,0.521408408488098,1.2956957185969633,0.44224273457246666,0.8717513023053899,2.0671248137950897,0.8222982287406921,0.09974958528490628,0.920120752563602,0.21531355165337263,0.8222982287406921,0.1218425102384859
33,0.4103166484028885,0.5195170770350256,1.257505153908449,0.4371661925140549,0.8757937533013961,2.0019681611481834,0.885204017162323,0.08571577817201614,0.9216049493927705,0.2107297136007171,0.885204017162323,0.10210810567399389
34,0.4055684707862766,0.5181707348184366,1.2761184608235079,0.4342825377688688,0.8731843425947077,2.043988625792896,0.9277967214584351,0.0797219475840821,0.9222625257741464,0.20893464891828203,0.9277967214584351,0.09057108682923411
35,0.39691982795729447,0.5130783506227952,1.2694643104777616,0.4352916610591552,0.8736073593882954,2.0372086868566623,0.9553828239440918,0.06953052880571169,0.9242349872855764,0.20286669807606622,0.9553828239440918,0.08153235009185185
36,0.3979507620495401,0.5106684245463264,1.2615830109399908,0.4271916861043257,0.8738877931061912,2.0326887036071106,0.9727389812469482,0.06505921954179511,0.9225203470375977,0.20925590158195087,0.9727389812469482,0.0781064605413887
37,0.3799076324916984,0.5072113971078867,1.2231709851938135,0.434902681147351,0.8786051772973117,1.9566534284283132,0.9834604859352112,0.05570723521797096,0.9291508572274133,0.18907978140601986,0.9834604859352112,0.06459241373292905
38,0.37680829698710067,0.503984257333765,1.234969842083314,0.41930556735571695,0.8760551740141476,1.9977546316735886,0.9900085926055908,0.05341316781499807,0.9285512248936453,0.19088634613313174,0.9900085926055908,0.059338869582126405
39,0.3682453856852494,0.501693448689031,1.2043874631909763,0.42384327553650913,0.8797934344586205,1.9375009922420277,0.9939801692962646,0.047717913053929806,0.9319254874594902,0.1808418942321288,0.9939801692962646,0.05428219664425246
40,0.37169382520216077,0.49912830167695094,1.2380486674168532,0.4178160078385297,0.8755561078295988,2.0057986483854404,0.9963787794113159,0.05267342103316503,0.9288319041462321,0.1915151656752354,0.9963787794113159,0.05293587572554028
41,0.3807145069892469,0.498253938692965,1.3157450241201065,0.41675403933314714,0.8656935604179606,2.1647640133605286,0.9978237748146057,0.05008099671891507,0.9239032745949531,0.2064914173005443,0.9978237748146057,0.05680728211116634
42,0.36067652717036636,0.4926872482817424,1.1718078991946053,0.4107180803137667,0.882685653427068,1.8908839138115154,0.9986929297447205,0.042068804997731656,0.9323932855929199,0.17986226978858835,0.9986929297447205,0.04886740864573145
43,0.3508734915797648,0.4891647662673342,1.141476836274652,0.4092799819567624,0.8861696220496121,1.8347289018771227,0.9992151856422424,0.03897537148612387,0.9361890964210033,0.16909347837300678,0.9992151856422424,0.043522895883621744
44,0.3543411702603886,0.48828665176896674,1.1592030981007744,0.4070503847563968,0.8838881727527169,1.8715016210780424,0.9995288848876953,0.03987294818986865,0.9337318269045729,0.17663932434822383,0.9995288848876953,0.043776987046983684
45,0.3448213280521725,0.48403310006190287,1.1360520965912764,0.4066004761878182,0.8865807599881116,1.8281021626556622,0.9997172355651855,0.0374121382175123,0.9375988723416078,0.16513743827511607,0.9997172355651855,0.040483565143260514
46,0.37386134938385923,0.4954436914505143,1.2048384494641249,0.4129893104819691,0.8791636579176959,1.9474985581987045,0.9998303055763245,0.04919737270649742,0.9256769220687842,0.20235203905031085,0.9998303055763245,0.049935441715397724
47,0.3516238535215196,0.48447443981115756,1.1307657150661243,0.40110759787699757,0.8871939033269882,1.818219475886401,0.9998981356620789,0.04220865431296475,0.936013142137151,0.17038527481552018,0.9998981356620789,0.04839292256847808
48,0.34399131033569574,0.4801911320047159,1.0932788594680674,0.39770738824325447,0.8913646892589682,1.7509560549960417,0.9999389052391052,0.03789659556658829,0.9376985444442222,0.16495019388630203,0.9999389052391052,0.042843912440156076
49,0.34164709553710726,0.47892820075350373,1.1157022258814644,0.39903098870726195,0.8886245664428262,1.7951599201735329,0.9999633431434631,0.0372149136793964,0.9379725790533581,0.16446091072927965,0.9999633431434631,0.039906541994576786
50,0.33734119227646214,0.476610819318969,1.0502434995244532,0.3956293788026361,0.8963767605669358,1.6702092991155737,0.9999780058860779,0.03464906810618499,0.9395468809494847,0.15935900699543326,0.9999780058860779,0.0387134095224993
51,0.33462975213402196,0.47536369241578014,1.06239154233652,0.3962707081261803,0.8947583577212166,1.6962949405698216,0.9999867677688599,0.03221787013770903,0.9398791240038056,0.1582800836400374,0.9999867677688599,0.03561619912445741
52,0.33237703492570864,0.4739917102024743,1.094687365433749,0.39224083371022167,0.890563800054438,1.7639031129724838,0.9999920725822449,0.033231051145669294,0.9406640145339464,0.15614102136245683,0.9999920725822449,0.03462161139683112
53,0.3285595263893667,0.47265794093867664,1.0581040224608254,0.3921302583287744,0.8949532298480763,1.6931539335671593,0.999995231628418,0.0309240012703573,0.9426040488638376,0.1503967000416627,0.999995231628418,0.03406457400170008
54,0.3455936265619178,0.47622011891125066,1.2528195153264439,0.3999997666653465,0.8716443593011183,2.068810224533081,0.9999971389770508,0.03682914436520899,0.9327438671730066,0.18087429494449966,0.9999971389770508,0.0340929380127866
55,0.33618056029081345,0.4716146906445685,1.0718913227319717,0.39127450830796184,0.8933466997216729,1.7190480670508217,0.9999982714653015,0.03346012976458844,0.9385469612714491,0.16263757570107518,0.9999982714653015,0.03810892072138622
56,0.3233567624303855,0.46774239058753375,1.0330108071074766,0.388997869894785,0.8977622714112786,1.647877540658502,0.9999989867210388,0.029146230971331104,0.9441060536590061,0.1459845791717893,0.9999989867210388,0.03298658944090436
57,0.32228775547915384,0.4681886163000998,1.1350704063387478,0.3987273591406205,0.8856895662405911,1.8424665103940403,0.9999994039535522,0.028946964398903006,0.9444308558380917,0.1455680893513521,0.9999994039535522,0.030818823421692575
58,0.33845839669045646,0.467391117230842,1.0841395811123007,0.38662534382413416,0.8916118469308404,1.747010621954413,0.9999996423721313,0.034643204718389935,0.9356381053006962,0.1742852480444861,0.9999996423721313,0.03524044103381273
59,0.32955681248322916,0.46619059439552457,1.0709751046755736,0.38434453089447584,0.8929973604047999,1.7246405727723066,0.9999997615814209,0.03296510486260933,0.9407371076706209,0.15744528882695655,0.9999997615814209,0.03547774963571053
60,0.3235605117913924,0.4619610231173666,1.0678502733216566,0.38895992452607436,0.8935059335301904,1.7164433247902815,0.9999998807907104,0.03029729053378105,0.942258250556494,0.15223633341099085,0.9999998807907104,0.03292366983001366
61,0.32299802721919196,0.46264962773574025,1.0488868241800982,0.38363174831165986,0.8955330971409293,1.6838075325769537,0.9999999403953552,0.030334393822533244,0.9427813347429037,0.151174944151487,0.9999999403953552,0.03217148660731159
62,0.31854844745248556,0.4615696703426932,1.0116783135077532,0.38062017367166634,0.8998393486527836,1.6143990509650286,0.9999999403953552,0.028337401091395056,0.944855861463829,0.14459181280414524,0.9999999403953552,0.030935414763486112
63,0.3234293952486233,0.4630334208670415,1.0518399669843561,0.38607435585821376,0.8953002016333973,1.6875614418702967,1.0,0.030044129036147806,0.9424844425367681,0.15239009357939817,1.0,0.03143527591294658
64,0.31478757019105713,0.4588743343851284,1.092104195671923,0.37996240310809193,0.8897629169856801,1.7767735596965342,1.0,0.027472422403447768,0.9461850997452673,0.1409480228382898,1.0,0.029752783811234525
65,0.31716297542382227,0.45889659142611844,1.0061018721145742,0.378985254203572,0.9003360411700081,1.606393310953589,1.0,0.02682517937329762,0.9443436745358141,0.14610258437153933,1.0,0.029326775062241052
66,0.31104957925057725,0.45784793632399096,0.9921196558896233,0.37916459318469553,0.9019995997933781,1.5795798757497002,1.0,0.02549484363921425,0.9474813809716388,0.1367971764901947,1.0,0.027454045120210043
67,0.31629176940278786,0.4575067840908703,1.025783821940422,0.3807573949589449,0.8980118036270142,1.6438555068829481,1.0,0.026954732753117296,0.944113230724868,0.14742325272067988,1.0,0.027653500615423054
68,0.30849751888921384,0.455350020312165,0.9562738520257613,0.37963254223851595,0.9064508115544039,1.5078347360386568,1.0,0.025080415502409723,0.9482901917868539,0.13424100321227392,1.0,0.027404014986179965
69,0.30701864179910016,0.45385592783752243,1.0200974152368658,0.3746140033883207,0.8981353807098725,1.6418636511353886,1.0,0.02371717441607924,0.9482062016858867,0.13476304387624718,1.0,0.025418310873455516
